sender,sender_type,sender_id,timestamp,meta,age,blockNo,c1,c2,condition,correct,correctResponse,duration,ended_on,f1,f1_high,f1_low,f2,f2_high,f2_low,feature_level1,feature_level2,gender,img_left,img_reveal,img_right,n_target_images,practice,response,response_action,selection_duration,staircase,time_commit,time_end,time_render,time_run,time_show,time_switch,total_blocks,total_trials,trialNo,url
break_continue,html.Screen,10_437_2,2023-11-15T21:23:34.178Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2620590.4,2620590.2,,2620590.1,,2620398.404,4,500,,
sequence,flow.Sequence,10_437,2023-11-15T21:23:34.178Z,,,,,,,,,5352.04,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2620590.5,2620590.2,2615221.44,2615444.6,2615238.16,2620398.404,4,500,,
trial,html.Screen,10_438_0,2023-11-15T21:23:36.244Z,,,4,-0.036721843,-0.070057655,,FALSE,hl,2257.896,response,1.074872805,0.945,-1.1375,-0.68838937,0.873521174,-0.56590463,high,low,,ISIC_7212271.JPG,9,ISIC_0059219.JPG,69,FALSE,lh,keypress(e),0,FALSE,2622656.7,2622656.3,2620381.6,2620590.6,2620398.404,2622452.167,4,500,64,
break,html.Screen,10_438_1,2023-11-15T21:23:36.245Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2622657.2,2622657.1,,2622656.9,,2622452.167,4,500,,
break_continue,html.Screen,10_438_2,2023-11-15T21:23:36.245Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2622657.4,2622657.2,,2622657.2,,2622452.167,4,500,,
sequence,flow.Sequence,10_438,2023-11-15T21:23:36.245Z,,,,,,,,,2258.796,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2622657.4,2622657.2,2620381.6,2620590.6,2620398.404,2622452.167,4,500,,
trial,html.Screen,10_439_0,2023-11-15T21:23:38.064Z,,,4,0.036343708,0.033333219,,FALSE,hl,2023.733,response,0.848426244,0.945,-1.1375,-0.679135569,0.873521174,-0.56590463,high,low,,ISIC_3314555.JPG,9,ISIC_9436034.JPG,69,FALSE,hh,keypress(i),0,FALSE,2624476,2624475.9,2622435.585,2622657.4,2622452.167,2624272.375,4,500,65,
break,html.Screen,10_439_1,2023-11-15T21:23:38.064Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2624476.3,2624476.3,,2624476.1,,2624272.375,4,500,,
break_continue,html.Screen,10_439_2,2023-11-15T21:23:38.064Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2624476.5,2624476.5,,2624476.4,,2624272.375,4,500,,
sequence,flow.Sequence,10_439,2023-11-15T21:23:38.064Z,,,,,,,,,2024.333,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2624476.6,2624476.5,2622435.585,2622657.4,2622452.167,2624272.375,4,500,,
trial,html.Screen,10_440_0,2023-11-15T21:23:40.149Z,,,4,0.065170589,-0.039458622,,TRUE,ll,2288.725,response,-1.084693741,0.945,-1.1375,-0.506703897,0.873521174,-0.56590463,low,low,,ISIC_0013491.JPG,9,ISIC_1039970.JPG,167,FALSE,ll,keypress(f),0,FALSE,2626561.8,2626561.1,2624255.878,2624476.7,2624272.375,2626359.887,4,500,66,
break,html.Screen,10_440_1,2023-11-15T21:23:40.150Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2626562.9,2626562.5,,2626562.1,,2626359.887,4,500,,
break_continue,html.Screen,10_440_2,2023-11-15T21:23:40.151Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2626563.6,2626563.2,,2626563,,2626359.887,4,500,,
sequence,flow.Sequence,10_440,2023-11-15T21:23:40.151Z,,,,,,,,,2290.825,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2626563.8,2626563.2,2624255.878,2624476.6,2624272.375,2626359.887,4,500,,
trial,html.Screen,10_441_0,2023-11-15T21:23:42.637Z,,,4,0.066083934,-0.065789982,,FALSE,ll,2688.713,response,-1.117640635,0.945,-1.1375,-0.677070525,0.873521174,-0.56590463,low,low,,ISIC_0065477.JPG,9,ISIC_0053572.JPG,167,FALSE,hl,keypress(j),0,FALSE,2629048.9,2629048.6,2626343.27,2626564,2626359.887,2628847.911,4,500,67,
break,html.Screen,10_441_1,2023-11-15T21:23:42.637Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2629049.5,2629049.4,,2629049.3,,2628847.911,4,500,,
break_continue,html.Screen,10_441_2,2023-11-15T21:23:42.637Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2629049.7,2629049.6,,2629049.5,,2628847.911,4,500,,
sequence,flow.Sequence,10_441,2023-11-15T21:23:42.637Z,,,,,,,,,2689.713,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2629049.7,2629049.6,2626343.27,2626564,2626359.887,2628847.911,4,500,,
trial,html.Screen,10_442_0,2023-11-15T21:23:44.509Z,,,4,0.002748341,0.010099692,,FALSE,lh,2072.789,response,-0.970297279,0.945,-1.1375,0.688109,0.873521174,-0.56590463,low,high,,ISIC_7364041.JPG,9,ISIC_0942056.JPG,25,FALSE,hl,keypress(j),0,FALSE,2630921.1,2630920.7,2628831.428,2629049.7,2628847.911,2630718.317,4,500,68,
break,html.Screen,10_442_1,2023-11-15T21:23:44.510Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2630922.2,2630922,,2630921.5,,2630718.317,4,500,,
break_continue,html.Screen,10_442_2,2023-11-15T21:23:44.511Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2630923,2630922.7,,2630922.5,,2630718.317,4,500,,
sequence,flow.Sequence,10_442,2023-11-15T21:23:44.511Z,,,,,,,,,2074.789,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2630923.3,2630922.7,2628831.428,2629049.7,2628847.911,2630718.317,4,500,,
trial,html.Screen,10_443_0,2023-11-15T21:23:46.592Z,,,4,-0.013431314,0.014059758,,FALSE,hh,2286.283,response,0.894688001,0.945,-1.1375,0.919827616,0.873521174,-0.56590463,high,high,,ISIC_0069617.JPG,8,ISIC_7840728.JPG,188,FALSE,hl,keypress(j),0,FALSE,2633004.7,2633004.6,2630701.804,2630923.6,2630718.317,2632805.817,4,500,69,
break,html.Screen,10_443_1,2023-11-15T21:23:46.593Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2633005.1,2633005,,2633004.8,,2632805.817,4,500,,
break_continue,html.Screen,10_443_2,2023-11-15T21:23:46.593Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2633005.2,2633005.2,,2633005.1,,2632805.817,4,500,,
sequence,flow.Sequence,10_443,2023-11-15T21:23:46.593Z,,,,,,,,,2286.883,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2633005.4,2633005.2,2630701.804,2630923.5,2630718.317,2632805.817,4,500,,
trial,html.Screen,10_444_0,2023-11-15T21:23:48.716Z,,,4,-0.014948283,0.066163086,,FALSE,hl,2322.583,response,1.138054701,0.945,-1.1375,-0.464686876,0.873521174,-0.56590463,high,low,,ISIC_6815524.JPG,9,ISIC_4475268.JPG,69,FALSE,hh,keypress(i),0,FALSE,2635128.7,2635128.4,2632789.217,2633005.4,2632805.817,2634926.581,4,500,70,
break,html.Screen,10_444_1,2023-11-15T21:23:48.717Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2635129,2635128.8,,2635128.7,,2634926.581,4,500,,
break_continue,html.Screen,10_444_2,2023-11-15T21:23:48.717Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2635129.1,2635129,,2635129,,2634926.581,4,500,,
sequence,flow.Sequence,10_444,2023-11-15T21:23:48.717Z,,,,,,,,,2323.183,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2635129.2,2635129,2632789.217,2633005.4,2632805.817,2634926.581,4,500,,
trial,html.Screen,10_445_0,2023-11-15T21:23:50.869Z,,,4,-0.040933869,0.007246271,,TRUE,hl,2354.619,response,1.031415631,0.945,-1.1375,-0.666109613,0.873521174,-0.56590463,high,low,,ISIC_3608788.JPG,8,ISIC_8976269.JPG,69,FALSE,hl,keypress(j),0,FALSE,2637281.4,2637281.2,2634909.994,2635129.2,2634926.581,2637080.815,4,500,71,
break,html.Screen,10_445_1,2023-11-15T21:23:50.869Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2637281.7,2637281.6,,2637281.5,,2637080.815,4,500,,
break_continue,html.Screen,10_445_2,2023-11-15T21:23:50.869Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2637281.8,2637281.8,,2637281.7,,2637080.815,4,500,,
sequence,flow.Sequence,10_445,2023-11-15T21:23:50.870Z,,,,,,,,,2355.219,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2637281.9,2637281.8,2634909.994,2635129.2,2634926.581,2637080.815,4,500,,
trial,html.Screen,10_446_0,2023-11-15T21:23:52.964Z,,,4,-0.024558539,0.053462759,,FALSE,ll,2295.585,response,-1.266047692,0.945,-1.1375,-0.44141983,0.873521174,-0.56590463,low,low,,ISIC_3389704.JPG,9,ISIC_0046985.JPG,167,FALSE,hl,keypress(j),0,FALSE,2639376.8,2639376.4,2637064.11,2637282,2637080.815,2639184.917,4,500,72,
break,html.Screen,10_446_1,2023-11-15T21:23:52.965Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2639377.4,2639377.3,,2639377.2,,2639184.917,4,500,,
break_continue,html.Screen,10_446_2,2023-11-15T21:23:52.965Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2639377.6,2639377.5,,2639377.4,,2639184.917,4,500,,
sequence,flow.Sequence,10_446,2023-11-15T21:23:52.965Z,,,,,,,,,2296.685,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2639377.6,2639377.5,2637064.11,2637282,2637080.815,2639184.917,4,500,,
trial,html.Screen,10_447_0,2023-11-15T21:23:55.702Z,,,4,0.011609468,-0.025843452,,FALSE,lh,2927.583,response,-0.943372063,0.945,-1.1375,1.058207194,0.873521174,-0.56590463,low,high,,ISIC_9239632.JPG,10,ISIC_4890201.JPG,25,FALSE,hl,keypress(j),0,FALSE,2642112.6,2642112.5,2639168.219,2639377.7,2639184.917,2641906.682,4,500,73,
break,html.Screen,10_447_1,2023-11-15T21:23:55.702Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2642112.9,2642112.9,,2642112.7,,2641906.682,4,500,,
break_continue,html.Screen,10_447_2,2023-11-15T21:23:55.702Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2642113.1,2642113.1,,2642113,,2641906.682,4,500,,
sequence,flow.Sequence,10_447,2023-11-15T21:23:55.702Z,,,,,,,,,2928.183,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2642113.2,2642113.1,2639168.219,2639377.7,2639184.917,2641906.682,4,500,,
trial,html.Screen,10_448_0,2023-11-15T21:23:57.614Z,,,4,-0.059471106,0.067829217,,FALSE,hl,2117.718,response,0.931434756,0.945,-1.1375,-0.407611742,0.873521174,-0.56590463,high,low,,ISIC_0015631.JPG,8,ISIC_0056660.JPG,69,FALSE,hh,keypress(i),0,FALSE,2644024.8,2644024.4,2641890.143,2642113.2,2641906.682,2643827.245,4,500,74,
break,html.Screen,10_448_1,2023-11-15T21:23:57.615Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2644025.4,2644025.4,,2644025.2,,2643827.245,4,500,,
break_continue,html.Screen,10_448_2,2023-11-15T21:23:57.615Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2644025.6,2644025.5,,2644025.4,,2643827.245,4,500,,
sequence,flow.Sequence,10_448,2023-11-15T21:23:57.615Z,,,,,,,,,2118.818,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2644025.6,2644025.5,2641890.143,2642113.2,2641906.682,2643827.245,4,500,,
trial,html.Screen,10_449_0,2023-11-15T21:23:59.534Z,,,4,-0.002103874,0.057042752,,TRUE,hh,2117.255,response,0.763328665,0.945,-1.1375,0.956264995,0.873521174,-0.56590463,high,high,,ISIC_3596927.JPG,9,ISIC_0064010.JPG,188,FALSE,hh,keypress(i),0,FALSE,2645944.9,2645944.5,2643810.657,2644025.7,2643827.245,2645747.725,4,500,75,
break,html.Screen,10_449_1,2023-11-15T21:23:59.535Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2645945.5,2645945.4,,2645945.2,,2645747.725,4,500,,
break_continue,html.Screen,10_449_2,2023-11-15T21:23:59.535Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2645945.6,2645945.5,,2645945.5,,2645747.725,4,500,,
sequence,flow.Sequence,10_449,2023-11-15T21:23:59.535Z,,,,,,,,,2118.255,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2645945.7,2645945.5,2643810.657,2644025.7,2643827.245,2645747.725,4,500,,
trial,html.Screen,10_450_0,2023-11-15T21:24:01.903Z,,,4,0.04159136,-0.054342299,,FALSE,ll,2565.575,response,-1.156212894,0.945,-1.1375,-0.5701036,0.873521174,-0.56590463,low,low,,ISIC_0027956.JPG,8,ISIC_8248922.JPG,167,FALSE,hl,keypress(j),0,FALSE,2648313.5,2648313.3,2645731.003,2645945.7,2645747.725,2648119.006,4,500,76,
break,html.Screen,10_450_1,2023-11-15T21:24:01.903Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2648313.8,2648313.7,,2648313.5,,2648119.006,4,500,,
break_continue,html.Screen,10_450_2,2023-11-15T21:24:01.903Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2648313.8,2648313.8,,2648313.8,,2648119.006,4,500,,
sequence,flow.Sequence,10_450,2023-11-15T21:24:01.903Z,,,,,,,,,2566.075,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2648313.9,2648313.8,2645731.003,2645945.7,2645747.725,2648119.006,4,500,,
trial,html.Screen,10_451_0,2023-11-15T21:24:04.513Z,,,4,0.007397293,0.017471677,,FALSE,lh,2804.894,response,-1.233143964,0.945,-1.1375,0.96911439,0.873521174,-0.56590463,low,high,,ISIC_0056226.JPG,8,ISIC_7877488.JPG,25,FALSE,hl,keypress(j),0,FALSE,2650924,2650923.9,2648102.308,2648314,2648119.006,2650723.846,4,500,77,
break,html.Screen,10_451_1,2023-11-15T21:24:04.514Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2650924.4,2650924.2,,2650924.2,,2650723.846,4,500,,
break_continue,html.Screen,10_451_2,2023-11-15T21:24:04.514Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2650924.6,2650924.5,,2650924.4,,2650723.846,4,500,,
sequence,flow.Sequence,10_451,2023-11-15T21:24:04.514Z,,,,,,,,,2805.494,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2650924.6,2650924.5,2648102.308,2648313.9,2648119.006,2650723.846,4,500,,
trial,html.Screen,10_452_0,2023-11-15T21:24:07.634Z,,,4,-0.00923425,-0.062719088,,TRUE,hh,3321.154,response,0.987907972,0.945,-1.1375,0.798772445,0.873521174,-0.56590463,high,high,,ISIC_0053760.JPG,9,ISIC_3613392.JPG,188,FALSE,hh,keypress(i),0,FALSE,2654045.1,2654045,2650707.352,2650924.7,2650723.846,2653846.577,4,500,78,
break,html.Screen,10_452_1,2023-11-15T21:24:07.635Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2654045.5,2654045.4,,2654045.3,,2653846.577,4,500,,
break_continue,html.Screen,10_452_2,2023-11-15T21:24:07.635Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2654045.8,2654045.7,,2654045.6,,2653846.577,4,500,,
sequence,flow.Sequence,10_452,2023-11-15T21:24:07.635Z,,,,,,,,,3321.854,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2654046,2654045.7,2650707.352,2650924.7,2650723.846,2653846.577,4,500,,
trial,html.Screen,10_453_0,2023-11-15T21:24:09.374Z,,,4,0.066083934,-0.065789982,,FALSE,lh,1937.823,response,-0.969611853,0.945,-1.1375,0.924414828,0.873521174,-0.56590463,low,high,,ISIC_0065477.JPG,8,ISIC_7927525.JPG,25,FALSE,hl,keypress(j),0,FALSE,2655784.5,2655784.4,2653829.884,2654046,2653846.577,2655583.354,4,500,79,
break,html.Screen,10_453_1,2023-11-15T21:24:09.374Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2655784.8,2655784.8,,2655784.5,,2655583.354,4,500,,
break_continue,html.Screen,10_453_2,2023-11-15T21:24:09.374Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2655785,2655784.9,,2655784.9,,2655583.354,4,500,,
sequence,flow.Sequence,10_453,2023-11-15T21:24:09.374Z,,,,,,,,,1938.323,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2655785,2655784.9,2653829.884,2654046,2653846.577,2655583.354,4,500,,
trial,html.Screen,10_454_0,2023-11-15T21:24:11.294Z,,,4,-0.040191644,0.062258267,,TRUE,hh,2121.346,response,0.888179822,0.945,-1.1375,0.754044223,0.873521174,-0.56590463,high,high,,ISIC_6207688.JPG,9,ISIC_0055675.JPG,188,FALSE,hh,keypress(i),0,FALSE,2657705.1,2657704.7,2655566.835,2655785.1,2655583.354,2657503.858,4,500,80,
break,html.Screen,10_454_1,2023-11-15T21:24:11.295Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2657705.5,2657705.5,,2657705.4,,2657503.858,4,500,,
break_continue,html.Screen,10_454_2,2023-11-15T21:24:11.295Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2657705.7,2657705.6,,2657705.6,,2657503.858,4,500,,
sequence,flow.Sequence,10_454,2023-11-15T21:24:11.295Z,,,,,,,,,2122.246,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2657705.8,2657705.6,2655566.835,2655785,2655583.354,2657503.858,4,500,,
trial,html.Screen,10_455_0,2023-11-15T21:24:12.966Z,,,4,-0.027717858,0.039558746,,TRUE,hl,1872.942,response,1.07319162,0.945,-1.1375,-0.619555071,0.873521174,-0.56590463,high,low,,ISIC_0010807.JPG,9,ISIC_9386509.JPG,69,FALSE,hl,keypress(j),0,FALSE,2659377.2,2659376.8,2657487.048,2657705.8,2657503.858,2659173.564,4,500,81,
break,html.Screen,10_455_1,2023-11-15T21:24:12.967Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2659377.5,2659377.5,,2659377.3,,2659173.564,4,500,,
break_continue,html.Screen,10_455_2,2023-11-15T21:24:12.967Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2659377.7,2659377.6,,2659377.5,,2659173.564,4,500,,
sequence,flow.Sequence,10_455,2023-11-15T21:24:12.967Z,,,,,,,,,1873.742,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2659377.8,2659377.6,2657487.048,2657705.8,2657503.858,2659173.564,4,500,,
trial,html.Screen,10_456_0,2023-11-15T21:24:17.042Z,,,4,-0.011387353,-0.00549992,,FALSE,lh,4278.836,response,-0.970297279,0.945,-1.1375,0.688109,0.873521174,-0.56590463,low,high,,ISIC_8812621.JPG,8,ISIC_0942056.JPG,25,FALSE,hl,keypress(j),0,FALSE,2663452.6,2663452.4,2659157.116,2659377.8,2659173.564,2663248.167,4,500,82,
break,html.Screen,10_456_1,2023-11-15T21:24:17.042Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2663453,2663452.8,,2663452.7,,2663248.167,4,500,,
break_continue,html.Screen,10_456_2,2023-11-15T21:24:17.042Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2663453.1,2663453.1,,2663453,,2663248.167,4,500,,
sequence,flow.Sequence,10_456,2023-11-15T21:24:17.042Z,,,,,,,,,4279.536,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2663453.2,2663453.1,2659157.116,2659377.8,2659173.564,2663248.167,4,500,,
trial,html.Screen,10_457_0,2023-11-15T21:24:18.910Z,,,4,-0.029205972,-0.071825687,,FALSE,hl,2072.233,response,1.034163882,0.945,-1.1375,-0.449760078,0.873521174,-0.56590463,high,low,,ISIC_1114966.JPG,9,ISIC_0014422.JPG,69,FALSE,hh,keypress(i),0,FALSE,2665320.7,2665320.4,2663231.552,2663453.2,2663248.167,2665118.508,4,500,83,
break,html.Screen,10_457_1,2023-11-15T21:24:18.910Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2665321,2665320.9,,2665320.9,,2665118.508,4,500,,
break_continue,html.Screen,10_457_2,2023-11-15T21:24:18.910Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2665321.2,2665321.2,,2665321.1,,2665118.508,4,500,,
sequence,flow.Sequence,10_457,2023-11-15T21:24:18.910Z,,,,,,,,,2073.033,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2665321.2,2665321.2,2663231.552,2663453.2,2663248.167,2665118.508,4,500,,
trial,html.Screen,10_458_0,2023-11-15T21:24:20.910Z,,,4,0.006955534,-0.031010092,,TRUE,hl,2202.192,response,0.923877851,0.945,-1.1375,-0.687916695,0.873521174,-0.56590463,high,low,,ISIC_0011177.JPG,8,ISIC_0028291.JPG,69,FALSE,hl,keypress(j),0,FALSE,2667321.2,2667320.7,2665101.749,2665321.3,2665118.508,2667122.442,4,500,84,
break,html.Screen,10_458_1,2023-11-15T21:24:20.911Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2667322.3,2667321.9,,2667321.6,,2667122.442,4,500,,
break_continue,html.Screen,10_458_2,2023-11-15T21:24:20.912Z,,,,,,,,,NaN,,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2667323,2667322.7,,2667322.5,,2667122.442,4,500,,
sequence,flow.Sequence,10_458,2023-11-15T21:24:20.912Z,,,,,,,,,2204.192,completion,,,,,,,high,low,,,,,,FALSE,,,,FALSE,2667323.2,2667322.7,2665101.749,2665321.3,2665118.508,2667122.442,4,500,,
trial,html.Screen,10_459_0,2023-11-15T21:24:22.758Z,,,4,-0.024558539,0.053462759,,FALSE,lh,2045.858,response,-1.065667321,0.945,-1.1375,0.808254169,0.873521174,-0.56590463,low,high,,ISIC_3389704.JPG,9,ISIC_0033985.JPG,25,FALSE,hl,keypress(j),0,FALSE,2669168.6,2669168.3,2667105.907,2667323.5,2667122.442,2668976.036,4,500,85,
break,html.Screen,10_459_1,2023-11-15T21:24:22.758Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2669168.8,2669168.8,,2669168.6,,2668976.036,4,500,,
break_continue,html.Screen,10_459_2,2023-11-15T21:24:22.758Z,,,,,,,,,NaN,,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2669169,2669169,,2669168.9,,2668976.036,4,500,,
sequence,flow.Sequence,10_459,2023-11-15T21:24:22.758Z,,,,,,,,,2046.558,completion,,,,,,,low,high,,,,,,FALSE,,,,FALSE,2669169,2669169,2667105.907,2667323.5,2667122.442,2668976.036,4,500,,
trial,html.Screen,10_460_0,2023-11-15T21:24:24.606Z,,,4,-0.027717858,0.039558746,,TRUE,hh,2040.864,response,0.789809526,0.945,-1.1375,0.692487338,0.873521174,-0.56590463,high,high,,ISIC_0010807.JPG,9,ISIC_0063070.JPG,188,FALSE,hh,keypress(i),0,FALSE,2671017.3,2671016.9,2668959.515,2669169.1,2668976.036,2670812.904,4,500,86,
break,html.Screen,10_460_1,2023-11-15T21:24:24.607Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2671017.6,2671017.5,,2671017.3,,2670812.904,4,500,,
break_continue,html.Screen,10_460_2,2023-11-15T21:24:24.607Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2671017.7,2671017.6,,2671017.6,,2670812.904,4,500,,
sequence,flow.Sequence,10_460,2023-11-15T21:24:24.607Z,,,,,,,,,2041.564,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2671017.8,2671017.6,2668959.515,2669169.1,2668976.036,2670812.904,4,500,,
trial,html.Screen,10_461_0,2023-11-15T21:24:26.833Z,,,4,-0.029205972,-0.071825687,,FALSE,hh,2431.296,response,0.8398442,0.945,-1.1375,0.744088145,0.873521174,-0.56590463,high,high,,ISIC_1114966.JPG,9,ISIC_0061918.JPG,188,FALSE,hl,keypress(j),0,FALSE,2673244.2,2673244.2,2670796.34,2671017.8,2670812.904,2673050.856,4,500,87,
break,html.Screen,10_461_1,2023-11-15T21:24:26.834Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2673244.6,2673244.5,,2673244.3,,2673050.856,4,500,,
break_continue,html.Screen,10_461_2,2023-11-15T21:24:26.834Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2673244.7,2673244.7,,2673244.6,,2673050.856,4,500,,
sequence,flow.Sequence,10_461,2023-11-15T21:24:26.834Z,,,,,,,,,2431.796,completion,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2673244.8,2673244.7,2670796.34,2671017.8,2670812.904,2673050.856,4,500,,
trial,html.Screen,10_462_0,2023-11-15T21:24:31.454Z,,,4,-0.013476473,-0.003349904,,FALSE,ll,4813.744,response,-1.093726411,0.945,-1.1375,-0.490325165,0.873521174,-0.56590463,low,low,,ISIC_0009998.JPG,10,ISIC_0030963.JPG,167,FALSE,hl,keypress(j),0,FALSE,2677864.9,2677864.6,2673034.143,2673244.8,2673050.856,2677659.552,4,500,88,
break,html.Screen,10_462_1,2023-11-15T21:24:31.455Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2677865.4,2677865.3,,2677865.2,,2677659.552,4,500,,
break_continue,html.Screen,10_462_2,2023-11-15T21:24:31.455Z,,,,,,,,,NaN,,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2677865.5,2677865.5,,2677865.5,,2677659.552,4,500,,
sequence,flow.Sequence,10_462,2023-11-15T21:24:31.455Z,,,,,,,,,4814.644,completion,,,,,,,low,low,,,,,,FALSE,,,,FALSE,2677865.7,2677865.5,2673034.143,2673244.8,2673050.856,2677659.552,4,500,,
trial,html.Screen,10_463_0,2023-11-15T21:24:33.294Z,,,4,-0.054638698,0.044872476,,TRUE,hh,2044.848,response,0.909043249,0.945,-1.1375,1.033319341,0.873521174,-0.56590463,high,high,,ISIC_6722934.JPG,8,ISIC_4119029.JPG,188,FALSE,hh,keypress(i),0,FALSE,2679704.8,2679704.4,2677643.003,2677865.7,2677659.552,2679513.223,4,500,89,
break,html.Screen,10_463_1,2023-11-15T21:24:33.295Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2679706,2679705.6,,2679705.1,,2679513.223,4,500,,
break_continue,html.Screen,10_463_2,2023-11-15T21:24:33.296Z,,,,,,,,,NaN,,,,,,,,high,high,,,,,,FALSE,,,,FALSE,2679706.6,2679706.4,,2679706.2,,2679513.223,4,500,,
